,user_id,gender,state,age,date_joined,no_of_dependents,marital_status,income,product_id,product_name,aisle_id,department_id,prices,order_id,order_number,orders_day_of_week,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,_merge,price_range_loc,busiest_day,busiest_days,busiest_periods,max_order,loyalty_flag,mean_price,spending_flag,median_prior_days,order_frequency,total_orders,activity_flag
15845224,142997,Male,Texas,61,8/3/2018,1,married,35754,13277,Microwaveable Hamburgers,38,1,7.0,962851,2,0,13,8.0,1,1,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,7.0,Low Spender,17.0,Regular customer,3,Low Activity
15845225,142997,Male,Texas,61,8/3/2018,1,married,35754,13277,Microwaveable Hamburgers,38,1,7.0,2424650,3,5,19,26.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,7.0,Low Spender,17.0,Regular customer,3,Low Activity
15873229,51051,Male,Wyoming,42,8/4/2018,3,married,116376,20518,"Club Delight Sausage, Egg, & Cheese Sandwiches",106,12,23.2,2859284,2,0,12,22.0,1,0,both,High-range product,Busiest day,Busiest days,Most orders,3,New customer,12.6,High Spender,30.0,Non-frequent customer,4,Low Activity
15873230,51051,Male,Wyoming,42,8/4/2018,3,married,116376,21195,Organic Extra Virgin Olive Oil,19,13,13.6,69958,3,2,14,30.0,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,12.6,High Spender,30.0,Non-frequent customer,4,Low Activity
15873231,51051,Male,Wyoming,42,8/4/2018,3,married,116376,38768,Sweet Kale Salad Mix,32,4,5.4,69958,3,2,14,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,12.6,High Spender,30.0,Non-frequent customer,4,Low Activity
15873232,51051,Male,Wyoming,42,8/4/2018,3,married,116376,42392,Mozzarella di Bufala Campana,21,16,8.2,1294064,1,6,20,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,12.6,High Spender,30.0,Non-frequent customer,4,Low Activity
15919030,94318,Female,Louisiana,48,8/6/2018,1,married,115470,41588,Firm Tofu,14,20,11.1,812660,1,5,15,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.1,High Spender,8.5,Frequent customer,3,Low Activity
15919031,94318,Female,Louisiana,48,8/6/2018,1,married,115470,41588,Firm Tofu,14,20,11.1,1000709,2,2,12,11.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.1,High Spender,8.5,Frequent customer,3,Low Activity
15919032,94318,Female,Louisiana,48,8/6/2018,1,married,115470,41588,Firm Tofu,14,20,11.1,51828,3,1,12,6.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,11.1,High Spender,8.5,Frequent customer,3,Low Activity
15919033,11467,Female,Tennessee,65,8/6/2018,2,married,36806,7452,Base Peanut Butter Chocolate Protein Bar,3,19,5.8,625042,1,6,12,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,5.8,Low Spender,20.0,Regular customer,4,Low Activity
15919034,11467,Female,Tennessee,65,8/6/2018,2,married,36806,7452,Base Peanut Butter Chocolate Protein Bar,3,19,5.8,3344675,2,1,15,16.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,5.8,Low Spender,20.0,Regular customer,4,Low Activity
15919035,11467,Female,Tennessee,65,8/6/2018,2,married,36806,7452,Base Peanut Butter Chocolate Protein Bar,3,19,5.8,2651251,3,0,18,20.0,1,1,both,Mid-range product,Busiest day,Busiest days,Average orders,4,New customer,5.8,Low Spender,20.0,Regular customer,4,Low Activity
15919036,11467,Female,Tennessee,65,8/6/2018,2,married,36806,7452,Base Peanut Butter Chocolate Protein Bar,3,19,5.8,852449,4,6,17,20.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,5.8,Low Spender,20.0,Regular customer,4,Low Activity
15957176,106039,Female,Florida,44,8/8/2018,1,married,107871,13176,Bag of Organic Bananas,24,4,10.3,2626487,1,2,9,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.5,Low Spender,8.5,Frequent customer,4,Low Activity
15957177,106039,Female,Florida,44,8/8/2018,1,married,107871,13176,Bag of Organic Bananas,24,4,10.3,209895,2,4,10,9.0,1,1,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,9.5,Low Spender,8.5,Frequent customer,4,Low Activity
15957178,106039,Female,Florida,44,8/8/2018,1,married,107871,13176,Bag of Organic Bananas,24,4,10.3,2989342,3,5,8,8.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,9.5,Low Spender,8.5,Frequent customer,4,Low Activity
15957179,106039,Female,Florida,44,8/8/2018,1,married,107871,39408,Gala Apples,24,4,7.1,2626487,1,2,9,,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.5,Low Spender,8.5,Frequent customer,4,Low Activity
16152179,38206,Male,Connecticut,30,8/14/2018,2,married,43139,5618,Cauliflower,83,4,1.6,1651446,1,2,9,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,4.85,Low Spender,5.0,Frequent customer,4,Low Activity
16152180,38206,Male,Connecticut,30,8/14/2018,2,married,43139,21903,Organic Baby Spinach,123,4,8.2,2075876,2,5,15,10.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,4.85,Low Spender,5.0,Frequent customer,4,Low Activity
16152181,38206,Male,Connecticut,30,8/14/2018,2,married,43139,21903,Organic Baby Spinach,123,4,8.2,1170517,3,3,15,5.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,4.85,Low Spender,5.0,Frequent customer,4,Low Activity
16152182,38206,Male,Connecticut,30,8/14/2018,2,married,43139,22935,Organic Yellow Onion,83,4,1.4,1170517,3,3,15,5.0,2,0,both,Low-range product,Regularly busy,Least busy days,Most orders,3,New customer,4.85,Low Spender,5.0,Frequent customer,4,Low Activity
16153036,58604,Female,California,68,8/14/2018,0,divorced/widowed,165619,14966,Organic Mandarins,24,4,11.8,1395109,1,4,14,,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,7.400000000000001,Low Spender,26.0,Non-frequent customer,3,Low Activity
16153037,58604,Female,California,68,8/14/2018,0,divorced/widowed,165619,31805,Gourmet Tomato Medley,32,4,5.2,3150929,2,1,5,30.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Fewest orders,3,New customer,7.400000000000001,Low Spender,26.0,Non-frequent customer,3,Low Activity
16153038,58604,Female,California,68,8/14/2018,0,divorced/widowed,165619,31805,Gourmet Tomato Medley,32,4,5.2,2962437,3,2,12,22.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,7.400000000000001,Low Spender,26.0,Non-frequent customer,3,Low Activity
16237880,92676,Female,District of Columbia,39,8/17/2018,3,married,43556,1194,Natural Artisan Water,115,7,5.3,2922808,1,4,18,,1,0,both,Mid-range product,Least busy,Least busy days,Average orders,3,New customer,4.233333333333333,Low Spender,27.5,Non-frequent customer,3,Low Activity
16237881,92676,Female,District of Columbia,39,8/17/2018,3,married,43556,14233,Natural Artesian Water,115,7,3.7,854127,2,1,9,30.0,1,0,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,4.233333333333333,Low Spender,27.5,Non-frequent customer,3,Low Activity
16237882,92676,Female,District of Columbia,39,8/17/2018,3,married,43556,14233,Natural Artesian Water,115,7,3.7,2317696,3,5,19,25.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Average orders,3,New customer,4.233333333333333,Low Spender,27.5,Non-frequent customer,3,Low Activity
16237952,166751,Female,Oregon,38,8/17/2018,1,married,41766,49001,Melatonin 2.5 Mg Sublingual Orange Tablets,47,11,3.5,1600476,1,5,11,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,3.5,Low Spender,10.0,Frequent customer,3,Low Activity
16237953,166751,Female,Oregon,38,8/17/2018,1,married,41766,49001,Melatonin 2.5 Mg Sublingual Orange Tablets,47,11,3.5,1972276,2,4,7,20.0,1,1,both,Low-range product,Least busy,Least busy days,Average orders,3,New customer,3.5,Low Spender,10.0,Frequent customer,3,Low Activity
16237954,166751,Female,Oregon,38,8/17/2018,1,married,41766,49001,Melatonin 2.5 Mg Sublingual Orange Tablets,47,11,3.5,1947537,3,4,7,0.0,1,1,both,Low-range product,Least busy,Least busy days,Average orders,3,New customer,3.5,Low Spender,10.0,Frequent customer,3,Low Activity
16259115,34623,Male,Utah,25,8/18/2018,2,married,33414,37059,Lemon & Lime Blossom Ocean Fresh Scent Disinfecting Wipes,114,17,6.3,1687937,1,5,14,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.3,Low Spender,30.0,Non-frequent customer,3,Low Activity
16259116,34623,Male,Utah,25,8/18/2018,2,married,33414,37059,Lemon & Lime Blossom Ocean Fresh Scent Disinfecting Wipes,114,17,6.3,3023937,2,5,12,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.3,Low Spender,30.0,Non-frequent customer,3,Low Activity
16259117,34623,Male,Utah,25,8/18/2018,2,married,33414,37059,Lemon & Lime Blossom Ocean Fresh Scent Disinfecting Wipes,114,17,6.3,3354845,3,4,9,30.0,1,1,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,6.3,Low Spender,30.0,Non-frequent customer,3,Low Activity
16259160,115158,Male,Wyoming,74,8/18/2018,0,divorced/widowed,146727,21386,Smartwater,115,7,11.0,2394857,1,1,14,,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,10.333333333333334,High Spender,30.0,Non-frequent customer,3,Low Activity
16259161,115158,Male,Wyoming,74,8/18/2018,0,divorced/widowed,146727,21386,Smartwater,115,7,11.0,1017025,3,3,15,30.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,10.333333333333334,High Spender,30.0,Non-frequent customer,3,Low Activity
16259162,115158,Male,Wyoming,74,8/18/2018,0,divorced/widowed,146727,48812,Variety Pack,85,17,9.0,3407172,2,0,10,30.0,1,0,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,10.333333333333334,High Spender,30.0,Non-frequent customer,3,Low Activity
16259254,195256,Male,North Carolina,18,8/18/2018,2,living with parents and siblings,39705,3798,Pink Lady Apples,24,4,1.5,1045077,3,4,6,20.0,1,0,both,Low-range product,Least busy,Least busy days,Fewest orders,3,New customer,5.233333333333333,Low Spender,14.0,Regular customer,3,Low Activity
16259255,195256,Male,North Carolina,18,8/18/2018,2,living with parents and siblings,39705,39408,Gala Apples,24,4,7.1,3332546,1,4,7,,1,0,both,Mid-range product,Least busy,Least busy days,Average orders,3,New customer,5.233333333333333,Low Spender,14.0,Regular customer,3,Low Activity
16259256,195256,Male,North Carolina,18,8/18/2018,2,living with parents and siblings,39705,39408,Gala Apples,24,4,7.1,3300467,2,5,10,8.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.233333333333333,Low Spender,14.0,Regular customer,3,Low Activity
16259669,192271,Female,Alabama,25,8/19/2018,2,married,86088,196,Soda,77,7,9.0,1379006,2,3,12,9.0,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,7.125,Low Spender,9.0,Frequent customer,4,Low Activity
16259670,192271,Female,Alabama,25,8/19/2018,2,married,86088,14715,Coconut Water,98,7,4.0,2045539,1,1,14,,1,0,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,7.125,Low Spender,9.0,Frequent customer,4,Low Activity
16259671,192271,Female,Alabama,25,8/19/2018,2,married,86088,14715,Coconut Water,98,7,4.0,2007588,3,3,17,30.0,1,1,both,Low-range product,Regularly busy,Least busy days,Average orders,3,New customer,7.125,Low Spender,9.0,Frequent customer,4,Low Activity
16259672,192271,Female,Alabama,25,8/19/2018,2,married,86088,35347,French Roast Single Serve Coffee K-Cups,26,7,11.5,1379006,2,3,12,9.0,2,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,7.125,Low Spender,9.0,Frequent customer,4,Low Activity
16317194,178594,Female,Tennessee,48,8/20/2018,0,single,55026,11266,Dried Mangos,117,19,3.6,911352,1,3,21,,1,0,both,Low-range product,Regularly busy,Least busy days,Average orders,3,New customer,3.6,Low Spender,30.0,Non-frequent customer,3,Low Activity
16317195,178594,Female,Tennessee,48,8/20/2018,0,single,55026,11266,Dried Mangos,117,19,3.6,719198,2,2,15,30.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,3.6,Low Spender,30.0,Non-frequent customer,3,Low Activity
16317196,178594,Female,Tennessee,48,8/20/2018,0,single,55026,11266,Dried Mangos,117,19,3.6,2342849,3,6,10,30.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,3.6,Low Spender,30.0,Non-frequent customer,3,Low Activity
16317433,19360,Male,Oklahoma,79,8/20/2018,2,married,48620,5258,Sparkling Water,115,7,1.1,1584262,1,3,11,,1,0,both,Low-range product,Regularly busy,Least busy days,Most orders,4,New customer,1.725,Low Spender,30.0,Non-frequent customer,4,Low Activity
16317434,19360,Male,Oklahoma,79,8/20/2018,2,married,48620,5258,Sparkling Water,115,7,1.1,611188,2,3,10,30.0,1,1,both,Low-range product,Regularly busy,Least busy days,Most orders,4,New customer,1.725,Low Spender,30.0,Non-frequent customer,4,Low Activity
16317435,19360,Male,Oklahoma,79,8/20/2018,2,married,48620,5258,Sparkling Water,115,7,1.1,277248,3,4,13,29.0,1,1,both,Low-range product,Least busy,Least busy days,Most orders,4,New customer,1.725,Low Spender,30.0,Non-frequent customer,4,Low Activity
16317436,19360,Male,Oklahoma,79,8/20/2018,2,married,48620,45683,Heavy Duty Scrub Sponge,114,17,3.6,1925752,4,1,18,30.0,1,0,both,Low-range product,Regularly busy,Busiest days,Average orders,4,New customer,1.725,Low Spender,30.0,Non-frequent customer,4,Low Activity
16317437,129593,Male,Alaska,28,8/20/2018,0,single,93277,25890,Boneless Skinless Chicken Breasts,49,12,8.1,3279515,1,4,11,,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16317438,129593,Male,Alaska,28,8/20/2018,0,single,93277,25890,Boneless Skinless Chicken Breasts,49,12,8.1,778887,2,1,21,30.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Average orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16317439,129593,Male,Alaska,28,8/20/2018,0,single,93277,25890,Boneless Skinless Chicken Breasts,49,12,8.1,2456308,3,2,14,29.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16317440,129593,Male,Alaska,28,8/20/2018,0,single,93277,25890,Boneless Skinless Chicken Breasts,49,12,8.1,2219666,4,0,10,30.0,1,1,both,Mid-range product,Busiest day,Busiest days,Most orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16349606,87192,Female,Maryland,71,8/22/2018,1,married,136772,13176,Bag of Organic Bananas,24,4,10.3,96023,1,1,10,,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,7.65,Low Spender,30.0,Non-frequent customer,4,Low Activity
16349607,87192,Female,Maryland,71,8/22/2018,1,married,136772,13176,Bag of Organic Bananas,24,4,10.3,2528861,2,1,12,30.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,7.65,Low Spender,30.0,Non-frequent customer,4,Low Activity
16349608,87192,Female,Maryland,71,8/22/2018,1,married,136772,29794,Iced Coffee,26,7,8.2,2986020,3,3,9,30.0,2,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,7.65,Low Spender,30.0,Non-frequent customer,4,Low Activity
16349609,87192,Female,Maryland,71,8/22/2018,1,married,136772,49235,Organic Half & Half,53,16,1.8,2986020,3,3,9,30.0,1,0,both,Low-range product,Regularly busy,Least busy days,Most orders,3,New customer,7.65,Low Spender,30.0,Non-frequent customer,4,Low Activity
16366751,199947,Female,New York,44,8/22/2018,0,single,101731,21195,Organic Extra Virgin Olive Oil,19,13,13.6,1731896,2,4,14,30.0,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,7.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
16366752,199947,Female,New York,44,8/22/2018,0,single,101731,21195,Organic Extra Virgin Olive Oil,19,13,13.6,1195082,3,6,16,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,7.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
16366753,199947,Female,New York,44,8/22/2018,0,single,101731,43352,Raspberries,32,4,1.4,1906330,1,0,8,,1,0,both,Low-range product,Busiest day,Busiest days,Average orders,3,New customer,7.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
16366754,199947,Female,New York,44,8/22/2018,0,single,101731,46802,Pineapple Chunks,116,1,1.8,1195082,3,6,16,30.0,2,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,7.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
16450509,57675,Male,Utah,18,8/25/2018,2,living with parents and siblings,37998,8859,Natural Spring Water,115,7,4.8,1647804,2,5,12,4.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.65,Low Spender,4.0,Frequent customer,4,Low Activity
16450510,57675,Male,Utah,18,8/25/2018,2,living with parents and siblings,37998,8859,Natural Spring Water,115,7,4.8,212850,3,2,18,4.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Average orders,3,New customer,6.65,Low Spender,4.0,Frequent customer,4,Low Activity
16450511,57675,Male,Utah,18,8/25/2018,2,living with parents and siblings,37998,23414,Paper Plates,111,17,11.9,2413772,1,1,16,,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,6.65,Low Spender,4.0,Frequent customer,4,Low Activity
16450512,57675,Male,Utah,18,8/25/2018,2,living with parents and siblings,37998,32724,Heavy Duty White Spoons,111,17,5.1,2413772,1,1,16,,2,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,6.65,Low Spender,4.0,Frequent customer,4,Low Activity
16478567,102725,Female,Georgia,22,8/26/2018,1,married,28732,20036,Performance Protein Recover Powder Vanilla Flavor,65,11,10.3,1588706,1,6,11,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
16478568,102725,Female,Georgia,22,8/26/2018,1,married,28732,24838,Unsweetened Almondmilk,91,16,5.3,2687892,3,5,14,30.0,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
16478569,102725,Female,Georgia,22,8/26/2018,1,married,28732,34590,Pitted Dates,117,19,6.5,3367829,2,3,6,30.0,1,0,both,Mid-range product,Regularly busy,Least busy days,Fewest orders,3,New customer,5.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
16478570,102725,Female,Georgia,22,8/26/2018,1,married,28732,37022,Plain Cultured Goat Milk Kefir,120,16,1.1,2687892,3,5,14,30.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
16539746,190803,Male,Hawaii,23,8/28/2018,3,married,93021,27038,Double Shot Espresso And Cream,26,7,10.9,2475817,1,1,9,,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,10.9,High Spender,5.0,Frequent customer,3,Low Activity
16539747,190803,Male,Hawaii,23,8/28/2018,3,married,93021,27038,Double Shot Espresso And Cream,26,7,10.9,1391213,2,5,8,4.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,10.9,High Spender,5.0,Frequent customer,3,Low Activity
16539748,190803,Male,Hawaii,23,8/28/2018,3,married,93021,27038,Double Shot Espresso And Cream,26,7,10.9,1247104,3,4,15,6.0,1,1,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,10.9,High Spender,5.0,Frequent customer,3,Low Activity
16589185,65779,Male,Rhode Island,20,8/30/2018,1,living with parents and siblings,58218,7862,Raw Shrimp,34,1,7.9,2700526,2,3,12,12.0,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,7.85,Low Spender,12.0,Regular customer,4,Low Activity
16589186,65779,Male,Rhode Island,20,8/30/2018,1,living with parents and siblings,58218,7862,Raw Shrimp,34,1,7.9,818364,3,1,16,12.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,7.85,Low Spender,12.0,Regular customer,4,Low Activity
16589187,65779,Male,Rhode Island,20,8/30/2018,1,living with parents and siblings,58218,17157,Organic Chicken Breasts,34,1,1.4,818364,3,1,16,12.0,2,0,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,7.85,Low Spender,12.0,Regular customer,4,Low Activity
16589188,65779,Male,Rhode Island,20,8/30/2018,1,living with parents and siblings,58218,31688,Organic Healing Balm,109,11,14.2,2211138,1,5,14,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,7.85,Low Spender,12.0,Regular customer,4,Low Activity
16617992,2636,Female,Michigan,60,8/31/2018,2,married,80665,12341,Hass Avocados,32,4,9.1,1200372,1,5,19,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,9.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16617993,2636,Female,Michigan,60,8/31/2018,2,married,80665,12341,Hass Avocados,32,4,9.1,1730572,2,0,9,16.0,1,1,both,Mid-range product,Busiest day,Busiest days,Most orders,4,New customer,9.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16617994,2636,Female,Michigan,60,8/31/2018,2,married,80665,12341,Hass Avocados,32,4,9.1,2624743,3,5,13,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,9.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16617995,2636,Female,Michigan,60,8/31/2018,2,married,80665,12341,Hass Avocados,32,4,9.1,427421,4,6,13,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,9.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
16642517,169263,Male,Utah,36,9/1/2018,1,married,95142,11492,Zero Ultra Energy Drink,64,7,14.0,1959688,1,5,19,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,13.8,High Spender,30.0,Non-frequent customer,4,Low Activity
16642518,169263,Male,Utah,36,9/1/2018,1,married,95142,11492,Zero Ultra Energy Drink,64,7,14.0,3260188,3,6,19,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,13.8,High Spender,30.0,Non-frequent customer,4,Low Activity
16642519,169263,Male,Utah,36,9/1/2018,1,married,95142,11492,Zero Ultra Energy Drink,64,7,14.0,2080614,4,3,20,30.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Average orders,4,New customer,13.8,High Spender,30.0,Non-frequent customer,4,Low Activity
16642520,169263,Male,Utah,36,9/1/2018,1,married,95142,14159,Seedless Watermelon,24,4,13.2,1146777,2,2,21,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,13.8,High Spender,30.0,Non-frequent customer,4,Low Activity
16672638,118353,Female,Maryland,20,9/2/2018,1,living with parents and siblings,98106,21903,Organic Baby Spinach,123,4,8.2,2479283,1,2,18,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,8.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
16672639,118353,Female,Maryland,20,9/2/2018,1,living with parents and siblings,98106,22178,Sweet Italian Sausage,106,12,16.8,1415304,2,2,23,30.0,2,0,both,High-range product,Regularly busy,Regularly busy,Average orders,3,New customer,8.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
16672640,118353,Female,Maryland,20,9/2/2018,1,living with parents and siblings,98106,35652,Prosciutto Di Parma,96,20,5.4,1776510,3,3,10,30.0,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,8.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
16672641,118353,Female,Maryland,20,9/2/2018,1,living with parents and siblings,98106,44371,Alaskan Salmon Burgers,34,1,1.6,1415304,2,2,23,30.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Average orders,3,New customer,8.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
16673631,118654,Male,North Carolina,18,9/2/2018,0,single,98652,651,Organic Salted Butter,36,16,11.3,1235269,3,6,10,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.025,Low Spender,30.0,Non-frequent customer,4,Low Activity
16673632,118654,Male,North Carolina,18,9/2/2018,0,single,98652,7948,Organic Unsalted Butter,36,16,6.7,2927665,1,2,18,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,9.025,Low Spender,30.0,Non-frequent customer,4,Low Activity
16673633,118654,Male,North Carolina,18,9/2/2018,0,single,98652,8571,Baby Cucumbers,32,4,9.8,867282,2,2,23,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,9.025,Low Spender,30.0,Non-frequent customer,4,Low Activity
16673634,118654,Male,North Carolina,18,9/2/2018,0,single,98652,48193,Ground Saigon Cinnamon,104,13,8.3,2927665,1,2,18,,2,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,9.025,Low Spender,30.0,Non-frequent customer,4,Low Activity
16674065,29153,Male,Oregon,47,9/2/2018,2,married,148800,38775,Blueberry Muffins,93,3,12.5,2031220,1,3,10,,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,12.5,High Spender,24.5,Non-frequent customer,3,Low Activity
16674066,29153,Male,Oregon,47,9/2/2018,2,married,148800,38775,Blueberry Muffins,93,3,12.5,427742,2,1,17,19.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Average orders,3,New customer,12.5,High Spender,24.5,Non-frequent customer,3,Low Activity
16674067,29153,Male,Oregon,47,9/2/2018,2,married,148800,38775,Blueberry Muffins,93,3,12.5,2059807,3,2,7,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,12.5,High Spender,24.5,Non-frequent customer,3,Low Activity
16714438,151788,Female,Hawaii,52,9/4/2018,0,single,54082,18811,Organic Apple Juice,98,7,7.3,22125,1,4,15,,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,4.875,Low Spender,30.0,Non-frequent customer,4,Low Activity
16714439,151788,Female,Hawaii,52,9/4/2018,0,single,54082,25133,Organic String Cheese,21,16,8.6,1038033,3,4,14,30.0,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,4.875,Low Spender,30.0,Non-frequent customer,4,Low Activity
16714440,151788,Female,Hawaii,52,9/4/2018,0,single,54082,31317,Mandarin Oranges in Light Syrup Fruit Cups,99,15,1.8,829231,2,4,17,0.0,1,0,both,Low-range product,Least busy,Least busy days,Average orders,3,New customer,4.875,Low Spender,30.0,Non-frequent customer,4,Low Activity
16714441,151788,Female,Hawaii,52,9/4/2018,0,single,54082,31317,Mandarin Oranges in Light Syrup Fruit Cups,99,15,1.8,1038033,3,4,14,30.0,2,1,both,Low-range product,Least busy,Least busy days,Most orders,3,New customer,4.875,Low Spender,30.0,Non-frequent customer,4,Low Activity
16824230,180867,Female,Montana,63,9/8/2018,0,divorced/widowed,52239,16425,Organic Lowafat 1% Milk,84,16,8.8,1803103,1,5,10,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.466666666666668,Low Spender,28.5,Non-frequent customer,3,Low Activity
